call_id,agent_id,compliance_score,soft_skills_score,script_adherence,overall_score
C004583,A028,78,68,97,81
C001708,A107,88,84,98,90
C000333,A086,97,79,95,90
C009928,A065,83,99,78,86
C008790,A029,82,82,65,76
C001465,A030,76,69,94,79
C011155,A001,77,67,98,80
C004725,A080,98,91,75,88
C003376,A072,92,86,62,80
C000842,A030,89,66,65,73
C008939,A111,73,70,63,68
C000659,A057,80,80,63,74
C002264,A019,74,83,71,76
C001906,A065,93,71,86,83
C004842,A032,73,92,83,82
C004408,A082,78,94,99,90
C005402,A102,77,96,95,89
C008695,A069,76,80,99,85
C005979,A116,83,95,83,87
C002869,A006,86,88,63,79
C008273,A041,73,69,71,71
C010490,A078,91,82,92,88
C010582,A034,85,79,99,87
C003092,A040,81,87,81,83
C006791,A118,95,79,87,87
C007410,A022,97,73,90,86
C006941,A062,97,69,94,86
C008932,A093,95,71,71,79
C011131,A097,76,96,75,82
C006777,A035,71,68,88,75
C009616,A053,79,93,97,89
C000235,A035,97,88,60,81
C004484,A033,78,81,89,82
C000904,A025,73,71,63,69
C006297,A081,81,65,95,80
C009625,A104,99,79,71,83
C006823,A099,77,87,99,87
C010604,A070,80,95,65,80
C004902,A051,71,72,80,74
C004386,A082,91,70,65,75
C005767,A033,78,98,62,79
C009377,A062,84,71,66,73
C002178,A083,76,90,76,80
C009355,A069,83,71,86,80
C009219,A010,88,75,96,86
C002054,A056,91,89,70,83
C007923,A059,99,76,72,82
C001567,A002,98,88,64,83
C007420,A012,96,74,71,80
C009559,A111,72,86,72,76
C005768,A003,89,88,92,89
C008577,A117,99,76,90,88
C006149,A104,89,74,84,82
C009865,A093,85,82,96,87
C010366,A108,93,95,89,92
C010932,A055,71,80,92,81
C001601,A041,84,71,98,84
C006862,A030,84,98,75,85
C007979,A027,81,83,90,84
C002570,A112,75,73,76,74
C008801,A101,84,86,85,85
C005925,A056,92,74,83,83
C003364,A075,76,69,76,73
C007781,A115,92,91,61,81
C001100,A052,83,98,98,93
C002723,A059,97,99,88,94
C011184,A034,92,92,75,86
C004612,A038,95,97,94,95
C010659,A110,74,74,82,76
C006518,A023,97,82,99,92
C004879,A070,90,67,91,82
C003340,A096,89,77,95,87
C006308,A023,92,91,89,90
C006544,A029,79,88,77,81
C006762,A011,84,91,93,89
C002963,A063,92,83,99,91
C002537,A003,93,79,81,84
C002507,A120,94,74,80,82
C008585,A115,89,90,88,89
C009806,A102,76,69,98,81
C002203,A105,86,70,84,80
C004724,A118,75,86,91,84
C009736,A058,89,95,94,92
C003704,A038,97,96,64,85
C003418,A103,95,73,98,88
C008784,A078,97,80,92,89
C009184,A015,75,73,83,77
C002463,A056,98,67,76,80
C007568,A029,83,97,64,81
C006072,A083,72,74,66,70
C008882,A036,88,77,62,75
C008268,A057,71,73,89,77
C007754,A036,86,69,67,74
C001070,A073,71,94,89,84
C009738,A078,86,72,69,75
C009871,A106,87,65,94,82
C007201,A007,84,81,87,84
C005749,A006,72,85,96,84
C002715,A026,70,73,72,71
C010943,A048,77,91,71,79
C004141,A031,88,65,93,82
C001997,A024,90,77,89,85
C003763,A099,87,77,86,83
C004714,A043,75,87,74,78
C010374,A075,71,92,89,84
C001344,A011,72,95,60,75
C000175,A034,83,67,71,73
C008316,A010,72,82,65,73
C003872,A004,74,72,60,68
C008030,A039,98,80,98,92
C003436,A074,91,78,77,82
C004576,A061,97,86,91,91
C004588,A036,86,73,87,82
C004302,A058,85,85,64,78
C009234,A071,85,66,89,80
C004754,A094,82,99,78,86
C008057,A037,78,68,94,80
C008095,A052,82,94,99,91
C010926,A109,80,72,66,72
C007933,A071,77,84,85,82
C006080,A087,79,88,66,77
C000539,A099,87,96,84,89
C002974,A086,93,82,94,89
C006635,A095,97,99,73,89
C009028,A066,87,75,72,78
C001850,A062,76,83,73,77
C010849,A097,79,65,97,80
C006369,A087,81,65,71,72
C004630,A006,79,82,98,86
C010072,A078,96,83,86,88
C008436,A023,76,71,94,80
C005615,A049,86,71,86,81
C008388,A105,90,99,89,92
C002086,A118,80,84,64,76
C006972,A043,77,71,87,78
C005069,A025,71,77,79,75
C000239,A002,73,72,81,75
C006293,A024,80,99,62,80
C003390,A011,86,70,95,83
C005470,A036,76,76,76,76
C003492,A022,94,74,99,89
C007701,A044,70,76,98,81
C009687,A119,98,91,81,90
C004927,A086,83,76,69,76
C000833,A060,74,81,91,82
C006731,A120,75,98,92,88
C009100,A014,85,80,62,75
C005841,A084,75,73,74,74
C011029,A007,76,72,68,72
C007253,A007,92,99,63,84
C002835,A116,72,92,89,84
C003542,A110,74,80,66,73
C000605,A062,81,77,87,81
C010682,A030,78,70,92,80
C004369,A004,95,85,63,81
C003124,A099,90,80,99,89
C003558,A068,91,97,91,93
C001066,A003,82,94,60,78
C002184,A110,73,80,75,76
C004751,A115,70,65,99,78
C002471,A011,80,71,66,72
C010668,A101,92,66,95,84
C005658,A041,76,93,83,84
C001326,A022,80,78,80,79
C005545,A020,84,73,99,85
C000802,A089,88,89,71,82
C003041,A004,71,68,91,76
C011023,A069,76,93,60,76
C007731,A113,79,78,63,73
C007487,A047,75,98,60,77
C009846,A046,89,94,73,85
C005877,A021,98,71,94,87
C003147,A070,79,98,99,92
C006604,A084,98,80,63,80
C010762,A056,93,74,93,86
C010010,A089,93,84,86,87
C005237,A055,87,66,91,81
C000803,A111,96,77,69,80
C006575,A069,88,94,92,91
C000798,A026,84,94,95,91
C008712,A064,93,82,78,84
C008033,A098,94,90,67,83
C002417,A079,83,75,99,85
C008237,A085,99,93,69,87
C005645,A057,85,94,93,90
C005019,A028,87,88,92,89
C001837,A018,90,81,92,87
C004564,A055,82,83,76,80
C010189,A001,70,94,82,82
C002009,A049,90,91,61,80
C005038,A014,79,96,86,87
C009353,A037,96,74,88,86
C002166,A116,71,83,63,72
C002906,A020,74,68,96,79
C008439,A059,88,77,73,79
C002535,A041,77,99,78,84
C005986,A117,94,82,69,81
C010979,A059,81,68,83,77
C002422,A118,97,96,71,88
C008213,A061,78,90,62,76
C007308,A058,81,67,60,69
C005160,A050,95,93,63,83
C006160,A036,93,67,79,79
C002669,A075,99,70,95,88
C002137,A066,97,72,63,77
C005455,A076,70,77,92,79
C009002,A024,97,70,86,84
C000006,A077,70,90,91,83
C009455,A049,84,86,86,85
C007707,A063,73,80,90,81
C010621,A119,83,83,77,81
C003186,A057,81,80,69,76
C004858,A006,94,76,63,77
C004588,A042,78,76,74,76
C003141,A108,72,76,80,76
C001896,A049,98,76,90,88
C008462,A118,81,65,86,77
C007177,A015,90,72,95,85
C002688,A013,81,77,60,72
C011223,A105,96,83,99,92
C002396,A097,90,95,87,90
C000708,A106,71,94,98,87
C006966,A028,88,96,86,90
C004877,A001,83,87,79,83
C004247,A004,93,67,63,74
C009425,A108,97,81,62,80
C010549,A062,86,81,84,83
C006669,A090,86,87,84,85
C001429,A067,89,79,79,82
C010243,A052,86,74,62,74
C000132,A061,90,99,78,89
C009454,A079,73,67,77,72
C010994,A102,86,96,61,81
C007248,A071,91,80,85,85
C007489,A032,79,65,96,80
C001363,A072,90,75,95,86
C010280,A006,75,76,69,73
C010748,A007,97,85,86,89
C001934,A025,86,78,99,87
C000920,A003,78,86,94,86
C010514,A053,98,98,86,94
C008849,A120,72,91,69,77
C002579,A008,81,70,89,80
C000809,A020,87,91,83,87
C010673,A019,85,99,71,85
C009971,A044,75,83,96,84
C003031,A016,75,98,73,82
C001796,A011,73,86,94,84
C009070,A037,85,66,81,77
C009815,A032,89,89,78,85
C010139,A093,86,81,97,88
C001230,A007,99,84,98,93
C001873,A086,72,91,91,84
C003629,A056,83,78,64,75
C004213,A028,76,86,71,77
C010152,A057,85,78,68,77
C003574,A012,84,67,80,77
C006936,A008,88,74,89,83
C011185,A114,89,86,85,86
C000441,A056,81,81,97,86
C008534,A066,73,74,69,72
C006982,A058,98,97,76,90
C009636,A065,71,94,81,82
C009862,A092,94,92,95,93
C001337,A086,91,70,70,77
C005429,A069,72,66,60,66
C008909,A005,91,81,72,81
C010493,A046,73,88,66,75
C009385,A063,77,83,66,75
C010062,A109,73,70,81,74
C006089,A084,71,66,85,74
C009090,A037,94,68,78,80
C004380,A038,82,81,75,79
C008542,A011,84,71,78,77
C004760,A106,84,96,91,90
C004965,A024,92,87,60,79
C009465,A027,74,81,86,80
C001039,A003,96,91,61,82
C009491,A002,92,65,60,72
C006466,A025,76,89,85,83
C009152,A034,92,93,64,83
C006434,A020,96,91,62,83
C003560,A014,87,68,93,82
C008647,A030,73,67,92,77
C001397,A003,93,65,96,84
C003350,A078,72,91,67,76
C008097,A119,95,70,97,87
C000243,A034,98,76,61,78
C006517,A042,87,65,81,77
C004206,A028,77,98,87,87
C008867,A026,94,78,78,83
C008962,A078,73,94,88,85
C001951,A052,85,68,68,73
C007672,A072,77,83,71,77
C002015,A114,80,88,71,79
C008563,A057,99,65,93,85
C003672,A076,78,78,87,81
C002829,A092,71,73,80,74
C003725,A021,97,77,77,83
C002385,A021,86,95,79,86
C004845,A040,77,86,92,85
C008543,A030,88,70,97,85
C009912,A105,93,81,94,89
C007136,A078,89,67,95,83
C001587,A039,96,84,63,81
C005991,A032,88,98,63,83
C002670,A044,96,91,62,83
C008585,A092,81,67,99,82
C006396,A042,99,86,89,91
C000468,A083,94,93,68,85
C000213,A001,83,83,92,86
C003906,A078,86,93,66,81
C001925,A053,90,85,90,88
C002007,A083,89,88,69,82
C009917,A114,74,65,98,79
C007395,A038,86,91,88,88
C007521,A118,73,96,90,86
C002106,A065,98,93,92,94
C007540,A056,97,65,71,77
C002416,A115,76,97,90,87
C008602,A020,80,84,70,78
C001044,A041,75,66,95,78
C007109,A103,90,78,82,83
C006782,A074,86,95,66,82
C003103,A120,77,72,74,74
C009082,A100,99,74,73,82
C002557,A020,85,74,80,79
C002605,A042,94,84,67,81
C009480,A120,84,75,88,82
C001516,A060,75,65,80,73
C009053,A089,82,80,71,77
C008127,A118,87,80,84,83
C007891,A093,75,95,85,85
C009341,A116,77,95,62,78
C006277,A081,75,68,75,72
C010314,A115,90,72,90,84
C002320,A065,90,74,86,83
C006808,A012,83,98,65,82
C006581,A076,92,87,86,88
C000100,A002,95,88,78,87
C010846,A102,86,66,95,82
C000522,A076,77,82,98,85
C007900,A002,84,85,71,80
C003402,A090,92,70,97,86
C010682,A015,71,89,66,75
C001116,A033,93,71,60,74
C008604,A066,77,67,78,74
C005025,A006,82,91,86,86
C008100,A117,87,98,87,90
C005484,A028,72,68,83,74
C000533,A049,76,99,95,90
C003139,A107,95,89,86,90
C001090,A105,84,75,73,77
C004476,A078,72,80,73,75
C009761,A005,87,66,70,74
C003692,A093,88,70,81,79
C007020,A115,72,95,85,84
C004619,A074,91,95,96,94
C008402,A018,84,81,84,83
C001839,A005,74,80,76,76
C011035,A036,73,89,77,79
C001622,A035,79,68,81,76
C006184,A003,80,71,60,70
C008715,A054,97,95,92,94
C006322,A036,77,73,80,76
C009353,A073,90,76,79,81
C003068,A020,79,93,98,90
C010938,A002,78,88,73,79
C010089,A095,97,82,62,80
C006459,A050,99,84,72,85
C000666,A109,79,72,65,72
C003982,A083,80,85,74,79
C004056,A111,78,77,74,76
C010680,A008,81,85,76,80
C005640,A056,97,83,67,82
C000065,A044,72,67,74,71
C002668,A036,76,78,61,71
C009024,A015,73,94,80,82
C004973,A082,98,87,64,83
C010582,A002,93,91,71,85
C010061,A015,97,67,72,78
C010019,A099,70,79,88,79
C004405,A090,84,92,77,84
C004357,A016,95,87,98,93
C004642,A041,80,96,94,90
C003984,A042,98,67,67,77
C009835,A114,73,82,71,75
C001157,A021,91,82,66,79
C005818,A017,92,75,69,78
C008406,A021,70,81,95,82
C003529,A068,78,80,68,75
C000082,A114,93,96,69,86
C008833,A099,86,67,99,84
C008532,A113,71,84,89,81
C007190,A119,92,87,77,85
C008336,A108,98,98,88,94
C009175,A097,73,94,99,88
C004843,A120,90,83,87,86
C007349,A033,70,86,91,82
C004557,A028,88,76,98,87
C011050,A107,90,94,81,88
C006973,A073,76,70,72,72
C006675,A018,83,73,65,73
C010993,A102,86,90,96,90
C003310,A022,90,78,94,87
C010607,A087,87,77,93,85
C006584,A002,85,80,84,83
C007235,A066,86,72,68,75
C006865,A014,88,91,63,80
C007590,A117,90,84,71,81
C000387,A072,99,70,83,84
C009301,A089,95,82,61,79
C009792,A054,85,90,82,85
C001879,A016,96,88,65,83
C001008,A029,72,89,80,80
C008654,A072,85,66,65,72
C000627,A105,72,99,93,88
C000389,A110,99,94,99,97
C007337,A007,97,84,62,81
C005856,A001,84,72,84,80
C009901,A050,98,92,72,87
C009221,A021,98,80,89,89
C007918,A099,91,86,94,90
C010009,A068,78,87,83,82
C007441,A027,82,91,60,77
C000035,A028,98,70,65,77
C001056,A012,86,86,80,84
C007647,A066,84,68,60,70
C000474,A110,88,88,70,82
C001709,A081,92,95,83,90
C005171,A016,70,90,88,82
C000979,A073,99,94,74,89
C001457,A001,84,75,89,82
C000471,A003,86,74,91,83
C005211,A116,89,88,67,81
C004574,A044,86,93,99,92
C001805,A071,86,87,84,85
C010753,A094,91,71,83,81
C001529,A035,98,93,69,86
C010966,A102,73,72,83,76
C010340,A024,92,95,79,88
C008943,A084,70,83,88,80
C002942,A075,92,76,91,86
C009984,A042,95,97,65,85
C010543,A060,94,82,95,90
C003821,A026,86,99,82,89
C002265,A103,88,85,76,83
C002881,A103,82,80,97,86
C010084,A037,85,69,60,71
C004368,A067,75,74,73,74
C004268,A068,99,87,70,85
C003764,A061,95,77,87,86
C000318,A047,94,92,76,87
C003641,A054,71,88,79,79
C000231,A079,91,87,99,92
C008392,A056,83,67,75,75
C002686,A116,88,96,98,94
C007285,A038,84,95,73,84
C011190,A086,99,94,60,84
C010184,A120,86,81,77,81
C007564,A012,87,73,97,85
C006967,A058,93,79,66,79
C009722,A050,97,79,75,83
C003591,A107,79,86,85,83
C009814,A086,81,83,85,83
C004115,A055,72,92,84,82
C010584,A062,81,74,90,81
C006630,A037,97,73,94,88
C006222,A020,82,93,83,86
C007232,A100,83,69,97,83
C003122,A081,75,73,95,81
C009682,A031,94,80,88,87
C005376,A023,97,91,83,90
C003038,A102,81,70,96,82
C002789,A070,77,66,65,69
C004094,A039,86,86,97,89
C006836,A107,90,99,85,91
C004760,A025,79,84,64,75
C001705,A117,96,97,95,96
C011123,A110,91,92,80,87
C008819,A066,78,77,74,76
C009950,A051,96,66,86,82
C000311,A007,90,85,71,82
C008176,A008,99,75,65,79
C006308,A033,77,98,62,79
C000762,A095,86,72,79,79
C002505,A013,71,71,62,68
C009345,A060,91,67,89,82
C001611,A068,94,86,98,92
C002220,A023,88,68,85,80
C002445,A101,80,67,76,74
C005459,A120,92,72,69,77
C003355,A115,79,72,83,78
C006252,A090,77,98,67,80
C009616,A053,79,69,60,69
C004881,A098,89,68,69,75
C002037,A067,71,81,86,79
C000596,A019,72,71,60,67
C008008,A009,74,81,70,75
C005392,A053,72,79,92,81
C005516,A041,95,99,72,88
C007540,A075,87,68,65,73
C005806,A040,94,79,65,79
C003755,A047,98,72,74,81
C005217,A102,78,83,82,81
C005477,A051,75,70,91,78
C009837,A093,91,74,74,79
C008727,A086,82,75,68,75
C001635,A114,89,83,98,90
C007640,A072,90,85,72,82
C002567,A070,80,85,95,86
C004671,A119,75,97,96,89
C008226,A008,93,94,95,94
C009961,A118,88,73,86,82
C006073,A064,74,73,61,69
C003271,A075,76,83,60,73
C002798,A060,77,76,61,71
C000292,A119,70,78,75,74
C010244,A047,78,96,82,85
C007932,A111,95,97,62,84
C009092,A040,92,94,78,88
C007381,A002,88,66,92,82
C003966,A050,93,90,85,89
C005201,A064,96,97,61,84
C006538,A035,79,67,97,81
C006949,A059,82,97,94,91
C004704,A042,94,94,62,83
C010227,A050,73,90,98,87
C009385,A023,96,66,96,86
C010333,A104,94,67,76,79
C001384,A028,82,98,80,86
C009755,A094,75,84,69,76
C006078,A064,98,93,77,89
C009619,A031,83,69,97,83
C008307,A049,81,99,85,88
C009350,A031,86,98,74,86
C007830,A110,89,83,94,88
C004080,A079,97,89,60,82
C009116,A013,92,89,69,83
C008932,A117,83,94,87,88
C005230,A051,90,97,80,89
C005147,A009,95,70,87,84
C007850,A117,96,84,86,88
C007698,A030,80,99,83,87
C008522,A062,93,83,89,88
C005811,A042,83,70,69,74
C010345,A008,78,70,76,74
C002600,A118,81,87,95,87
C002338,A042,92,99,73,88
C002720,A032,76,67,64,69
C010640,A045,79,84,96,86
C003075,A103,83,87,81,83
C004990,A033,79,86,70,78
C007875,A009,71,76,66,71
C008441,A094,84,67,79,76
C010015,A065,87,89,82,86
C005914,A105,95,90,89,91
C001721,A054,99,94,84,92
C006725,A005,72,79,65,72
C006534,A067,83,79,85,82
C008392,A042,78,77,99,84
C009663,A118,82,65,98,81
C007032,A030,93,88,60,80
C007499,A070,97,68,64,76
C002608,A005,87,78,73,79
C009888,A025,90,67,61,72
C007790,A052,98,68,80,82
C007211,A118,94,97,81,90
C004245,A067,84,69,97,83
C009553,A098,73,70,84,75
C007360,A056,80,90,77,82
C010298,A113,98,98,97,97
C007152,A021,76,82,80,79
C008683,A031,95,86,89,90
C005178,A063,77,75,70,74
C000975,A115,93,74,80,82
C000506,A087,93,92,62,82
C003801,A024,89,84,75,82
C005581,A109,74,81,83,79
C000077,A066,82,71,90,81
C009407,A082,87,99,90,92
C002565,A011,88,97,70,85
C010765,A008,91,85,82,86
C003480,A007,99,78,85,87
C003322,A008,78,73,99,83
C001218,A070,79,80,81,80
C010377,A087,77,75,95,82
C001186,A044,82,96,91,89
C010882,A004,96,96,91,94
C003628,A033,99,86,80,88
C001190,A017,76,73,71,73
C006374,A090,71,78,97,82
C000655,A039,81,94,80,85
C010694,A035,94,81,68,81
C002539,A004,95,98,76,89
C003720,A068,77,70,88,78
C008812,A058,91,99,95,95
C001384,A089,84,75,80,79
C010965,A120,97,70,95,87
C006759,A068,87,67,72,75
C003157,A003,97,87,72,85
C010416,A002,79,87,69,78
C007527,A048,98,73,84,85
C008387,A104,81,80,60,73
C000625,A015,72,82,91,81
C006036,A112,82,66,88,78
C003874,A025,85,79,82,82
C004120,A005,89,84,88,87
C003940,A015,73,70,89,77
C011145,A056,76,80,78,78
C008193,A082,99,96,64,86
C001428,A042,80,65,61,68
C002410,A008,77,79,69,75
C007870,A023,91,76,81,82
C001597,A102,86,81,65,77
C000167,A010,72,95,98,88
C008187,A100,96,99,81,92
C004224,A089,78,75,75,76
C010918,A016,82,95,62,79
C007292,A072,95,70,85,83
C000626,A063,90,74,70,78
C002999,A117,78,91,84,84
C004196,A047,77,94,86,85
C010774,A098,94,83,98,91
C000039,A036,86,68,81,78
C000367,A094,80,92,89,87
C006544,A052,85,89,83,85
C000664,A058,73,95,86,84
C003363,A039,79,97,75,83
C006742,A090,97,97,65,86
C008051,A027,74,78,66,72
C003049,A120,71,86,80,79
C005320,A090,93,84,95,90
C000027,A040,97,91,97,95
C001972,A094,98,75,68,80
C000495,A107,71,80,93,81
C004982,A017,79,86,64,76
C005879,A005,90,91,62,81
C006637,A077,97,68,62,75
C001196,A041,85,77,98,86
C002220,A094,74,69,85,76
C005933,A008,89,97,65,83
C007988,A021,74,67,79,73
C010404,A092,86,87,91,88
C001245,A120,78,91,72,80
C010790,A057,89,98,82,89
C011170,A080,92,74,82,82
C008282,A068,83,99,98,93
C010060,A031,84,76,97,85
C000452,A093,70,84,87,80
C007953,A062,88,66,77,77
C008590,A058,98,81,74,84
C003531,A109,98,95,93,95
C008279,A048,83,67,71,73
C001759,A076,75,65,86,75
C007476,A071,95,65,99,86
C000572,A064,71,78,65,71
C001187,A102,78,77,82,79
C004514,A044,77,94,81,84
C006587,A026,96,77,63,78
C010619,A079,75,86,88,83
C002235,A052,71,90,70,77
C004807,A043,78,88,87,84
C005113,A067,72,73,77,74
C007984,A120,96,89,70,85
C009885,A065,85,72,92,83
C009385,A087,70,73,83,75
C006958,A018,82,75,65,74
C004714,A004,86,96,68,83
C009957,A026,91,72,66,76
C010232,A077,79,84,65,76
C003419,A010,94,86,60,80
C005295,A056,99,79,86,88
C002647,A120,97,74,86,85
C005150,A041,97,81,75,84
C000348,A070,81,83,97,87
C008530,A049,78,75,68,73
C004221,A045,80,82,68,76
C002120,A050,72,94,78,81
C001347,A093,92,87,96,91
C010906,A038,90,92,70,84
C006551,A088,76,78,99,84
C007647,A078,75,86,92,84
C009256,A027,88,81,83,84
C008586,A064,97,98,68,87
C008893,A114,95,92,75,87
C002994,A094,70,75,87,77
C000049,A066,80,83,84,82
C005384,A006,83,88,85,85
C007575,A075,72,92,97,87
C000906,A078,78,86,66,76
C010827,A096,89,88,95,90
C002841,A004,81,86,95,87
C000473,A086,85,97,71,84
C006919,A076,92,76,76,81
C001983,A018,90,86,60,78
C001302,A073,95,99,82,92
C010640,A077,88,99,60,82
C001589,A025,79,85,96,86
C000914,A093,95,73,84,84
C008565,A027,95,94,71,86
C001397,A075,76,83,84,81
C001298,A061,88,73,97,86
C001254,A097,94,89,61,81
C005815,A063,92,82,80,84
C007970,A049,84,88,68,80
C003048,A037,95,85,68,82
C007170,A065,85,81,94,86
C011194,A030,75,74,86,78
C000923,A065,95,83,81,86
C009640,A007,98,90,98,95
C009890,A113,86,96,69,83
C001918,A052,96,71,67,78
C006857,A007,71,85,77,77
C006979,A029,74,85,74,77
C001536,A109,72,83,61,72
C008957,A024,73,85,72,76
C005155,A106,80,99,62,80
C003534,A061,80,74,87,80
C003457,A096,76,92,71,79
C003926,A061,71,69,77,72
C002662,A050,81,97,69,82
C005413,A073,87,83,68,79
C006788,A023,74,95,64,77
C000471,A038,86,69,92,82
C010650,A062,94,88,70,84
C003583,A074,82,99,67,82
C000414,A032,92,81,89,87
C005482,A059,80,79,80,79
C000820,A041,97,71,60,76
C008114,A040,94,70,63,75
C009589,A020,86,71,97,84
C001144,A033,90,96,61,82
C008510,A001,77,80,91,82
C009465,A109,96,83,63,80
C011135,A031,77,98,82,85
C008374,A007,86,84,89,86
C006933,A056,87,65,61,71
C009693,A084,91,65,83,79
C011058,A022,92,89,75,85
C004813,A118,86,88,69,81
C002191,A090,97,89,97,94
C006879,A119,95,78,69,80
C001649,A025,70,98,72,80
C005398,A069,73,84,73,76
C010282,A006,99,82,67,82
C006757,A104,89,92,77,86
C000400,A042,76,77,87,80
C001601,A107,82,70,77,76
C007500,A116,82,91,73,82
C010538,A114,74,67,60,67
C003609,A042,78,79,78,78
C010704,A104,96,78,72,82
C005576,A074,93,81,83,85
C003284,A020,74,77,97,82
C008279,A013,76,76,92,81
C005690,A059,97,95,83,91
C009149,A019,97,91,99,95
C006060,A082,78,66,74,72
C001885,A061,99,86,91,92
C002682,A116,96,99,88,94
C006090,A008,79,88,90,85
C006098,A070,87,95,67,83
C005345,A101,91,94,89,91
C007693,A112,78,99,75,84
C006430,A101,77,78,78,77
C004536,A116,80,72,83,78
C000295,A058,92,87,69,82
C008919,A050,92,73,61,75
C010887,A042,87,67,91,81
C003495,A073,80,99,63,80
C008517,A049,98,79,75,84
C004032,A085,84,88,66,79
C000782,A002,76,67,65,69
C002277,A002,75,98,81,84
C007339,A039,81,96,65,80
C005740,A012,75,91,73,79
C008368,A113,75,86,82,81
C009947,A097,73,96,74,81
C002094,A049,81,88,70,79
C002593,A049,87,95,61,81
C007855,A015,86,81,87,84
C008099,A075,71,91,86,82
C006398,A051,76,77,66,73
C007345,A035,96,87,67,83
C007030,A014,90,85,79,84
C004476,A073,71,77,68,72
C000899,A041,87,92,63,80
C010740,A073,84,89,67,80
C007304,A075,80,73,83,78
C001794,A082,84,76,85,81
C010836,A097,99,69,88,85
C010911,A027,84,96,73,84
C001389,A054,78,86,64,76
C002076,A069,77,76,73,75
C004397,A088,98,80,87,88
C009189,A082,84,96,95,91
C007279,A067,75,99,89,87
C002924,A024,72,78,93,81
C000202,A085,89,69,88,82
C002285,A114,75,73,73,73
C001348,A086,79,89,96,88
C009448,A053,74,70,81,75
C009454,A100,77,95,84,85
C003527,A034,75,75,82,77
C007209,A046,79,76,72,75
C001404,A120,95,98,86,93
C003067,A083,71,94,66,77
C005145,A006,78,65,70,71
C008459,A056,86,98,89,91
C005796,A004,80,87,87,84
C003755,A100,97,76,60,77
C002834,A023,74,65,97,78
C008815,A014,71,65,95,77
C009701,A030,93,98,66,85
C006203,A060,85,88,90,87
C008223,A030,88,90,64,80
C004300,A022,85,87,81,84
C000417,A004,98,68,69,78
C010382,A100,94,85,66,81
C006867,A040,77,86,97,86
C009990,A002,96,97,79,90
C004264,A004,88,68,73,76
C011223,A055,86,75,62,74
C004633,A087,98,68,84,83
C009873,A080,74,97,82,84
C008848,A026,71,75,81,75
C009365,A080,87,93,67,82
C009921,A007,77,92,91,86
C005120,A071,76,84,74,78
C010640,A069,98,81,62,80
C008333,A060,78,89,62,76
C003005,A079,92,78,99,89
C001402,A095,88,69,64,73
C002080,A093,98,84,92,91
C011143,A091,81,96,99,92
C006289,A009,87,94,88,89
C004349,A080,84,67,68,73
C010977,A067,88,81,96,88
C007350,A114,91,78,73,80
C003870,A051,90,86,91,89
C002793,A100,71,87,91,83
C006044,A087,76,87,60,74
C005475,A096,76,88,64,76
C004160,A009,83,78,76,79
C004918,A090,86,67,86,79
C000946,A065,72,66,72,70
C009913,A034,81,72,89,80
C002681,A011,73,87,89,83
C010509,A105,97,94,74,88
C008693,A033,82,86,97,88
C000823,A052,78,67,67,70
C003664,A087,83,93,87,87
C004128,A067,90,90,87,89
C004056,A020,94,65,91,83
C005525,A035,90,93,78,87
C009178,A058,91,93,81,88
C001975,A011,93,91,86,90
C006767,A018,88,89,64,80
C002453,A071,89,77,93,86
C001648,A102,70,65,94,76
C010515,A032,86,79,72,79
C005321,A075,90,99,66,85
C007240,A098,96,75,94,88
C008719,A025,94,71,67,77
C002731,A064,90,97,66,84
C004268,A006,89,82,70,80
C003165,A001,98,76,65,79
C004129,A088,91,92,67,83
C008984,A049,75,71,88,78
C000429,A120,77,65,90,77
C004536,A010,74,70,81,75
C009763,A049,78,72,91,80
C003403,A060,96,67,99,87
C002832,A050,90,70,81,80
C009832,A022,77,85,65,75
C001673,A016,82,89,72,81
C001983,A045,89,99,70,86
C006652,A071,75,84,82,80
C010886,A060,74,70,91,78
C002070,A005,93,72,99,88
C000457,A065,90,86,93,89
C002435,A110,97,81,95,91
C010091,A106,91,66,79,78
C007459,A070,85,87,98,90
C009487,A076,86,69,65,73
C003983,A014,88,88,91,89
C003979,A079,98,83,85,88
C009134,A025,85,94,63,80
C009887,A021,79,65,84,76
C006382,A063,95,98,90,94
C007705,A061,74,72,98,81
C010631,A046,73,87,71,77
C005083,A049,74,88,88,83
C002910,A079,92,94,79,88
C004034,A005,85,82,96,87
C011170,A085,70,79,81,76
C001500,A039,95,89,61,81
C002518,A077,82,89,98,89
C010382,A052,85,82,87,84
C000751,A083,80,86,85,83
C010752,A017,86,93,92,90
C009095,A092,87,83,86,85
C004336,A013,99,97,80,92
C003832,A056,87,73,85,81
C000868,A062,85,84,76,81
C006244,A070,80,84,70,78
C004196,A011,94,90,90,91
C002861,A014,84,68,88,80
C003634,A021,87,78,98,87
C001250,A110,85,89,70,81
C004340,A039,78,98,82,86
C000519,A001,86,82,92,86
C002740,A105,77,96,80,84
C004769,A085,76,86,87,83
C006655,A041,89,76,83,82
C001924,A061,97,66,73,78
C004066,A033,76,82,84,80
C010257,A081,77,65,94,78
C001300,A032,72,81,68,73
C000813,A059,93,69,97,86
C006830,A079,82,84,84,83
C000482,A061,83,65,75,74
C008009,A110,96,95,99,96
C010245,A067,77,94,86,85
C004878,A049,94,81,80,85
C000203,A012,81,77,80,79
C002700,A110,75,74,66,71
C002774,A013,77,69,84,76
C003288,A088,96,82,70,82
C006115,A082,98,95,79,90
